year_month,postal_code,customer_class,total_gallons
201510,78724,Multi-Family,13251100
201205,78750,Residential,73636200
201608,78728,Multi-Family,9190400
201602,78731,Multi-Family,15954600
201602,78660,Irrigation - Residential,11300
201809,78717,Irrigation - Residential,37900
201204,78652,Residential,797700
201807,78731,Irrigation - Multi-Family,1178100
201512,78744,Irrigation - Residential,23400
201208,78726,Multi-Family,11733100
201607,78725,Residential,3467100
201504,78724,Irrigation - Multi-Family,145000
201606,78746,Irrigation - Residential,265300
201210,78735,Irrigation - Multi-Family,2692300
201301,78613,Irrigation - Multi-Family,15000
201801,78754,Irrigation - Residential,23600
201202,78736,Irrigation - Multi-Family,130800
201508,78749,Irrigation - Multi-Family,6759100
201201,78704,Irrigation - Residential,104800
201607,78721,Irrigation - Multi-Family,173000
201209,78704,Residential,65413000
201509,78745,Residential,96060700
201304,78737,Irrigation - Residential,2800
201305,78738,Residential,8500
201302,78752,Multi-Family,16756000
201809,78752,Multi-Family,18646000
201311,78756,Multi-Family,5616900
201505,78747,Residential,20491000
201407,78729,Irrigation - Residential,17600
201408,78660,Irrigation - Multi-Family,1522400
201603,78746,Multi-Family,12517300
201612,78756,Irrigation - Multi-Family,187500
201404,78617,Irrigation - Residential,4200
201712,78652,Residential,3802800
201801,78729,Multi-Family,21010400
201611,78722,Irrigation - Residential,0
201403,78705,Irrigation - Multi-Family,286600
201407,78721,Irrigation - Multi-Family,23900
201612,78750,Irrigation - Multi-Family,696500
201602,78660,Multi-Family,4000000
201202,78705,Multi-Family,29797500
201509,78727,Irrigation - Residential,36500
201201,78725,Residential,2119300
201210,78721,Irrigation - Multi-Family,523000
201609,78722,Multi-Family,3373000
201503,78722,Irrigation - Multi-Family,7000
201302,78738,Residential,6900
201408,78729,Irrigation - Multi-Family,4271400
201410,78748,Irrigation - Residential,20300
201310,78727,Multi-Family,22596200
201701,78723,Irrigation - Multi-Family,261000
201507,78753,Irrigation - Residential,2700
201805,78704,Residential,46311000
201303,78724,Irrigation - Residential,9500
201603,78731,Irrigation - Residential,360700
201610,78747,Irrigation - Multi-Family,1392200
201604,78660,Irrigation - Residential,11400
201203,78751,Irrigation - Residential,42200
201210,78617,Irrigation - Residential,0
201308,78726,Multi-Family,11875000
201401,78747,Irrigation - Residential,800
201309,78731,Irrigation - Multi-Family,1263100
201406,78729,Irrigation - Multi-Family,3346700
201401,78726,Irrigation - Residential,2300
201412,78753,Multi-Family,51488800
201804,78652,Irrigation - Multi-Family,502600
201206,78722,Multi-Family,3296900
201506,78735,Multi-Family,8241600
201308,78652,Irrigation - Residential,54800
201311,78741,Irrigation - Residential,10600
201206,78756,Multi-Family,5843300
201712,78739,Residential,37623900
201208,78757,Multi-Family,17072900
201212,78731,Irrigation - Multi-Family,806100
201503,78738,Residential,10000
201604,78717,Irrigation - Residential,32400
201207,78754,Residential,30488100
201605,78757,Multi-Family,13058900
201608,78730,Residential,42818300
201505,78751,Multi-Family,12325500
201702,78717,Irrigation - Multi-Family,1936900
201404,78705,Irrigation - Multi-Family,363100
201804,78726,Irrigation - Residential,56100
201209,78746,Irrigation - Residential,691200
201304,78745,Irrigation - Residential,41100
201308,78613,Multi-Family,261300
201412,78748,Multi-Family,17182900
201301,78753,Residential,43503200
201301,78728,Irrigation - Multi-Family,539800
201210,78652,Residential,664000
201502,78759,Multi-Family,32470700
201202,78727,Irrigation - Residential,1600
201611,78721,Irrigation - Multi-Family,155300
201410,78721,Residential,13088200
201312,78717,Residential,21327700
201403,78742,Residential,739700
201211,78704,Irrigation - Residential,174400
201602,78749,Residential,45339400
201502,78752,Multi-Family,16638800
201802,78750,Irrigation - Multi-Family,954100
201210,78736,Multi-Family,2315300
201804,78726,Multi-Family,12790700
201408,78660,Multi-Family,4558200
201302,78747,Irrigation - Residential,59000
201711,78730,Irrigation - Multi-Family,1955400
201507,78732,Residential,4900
201311,78701,Residential,1075300
201309,78759,Irrigation - Multi-Family,1896000
201201,78746,Irrigation - Multi-Family,373500
201602,78717,Irrigation - Residential,11000
201306,78756,Irrigation - Residential,54000
201502,78721,Residential,11646200
201304,78701,Residential,1256800
201209,78731,Irrigation - Multi-Family,1766200
201511,78741,Irrigation - Residential,12500
201204,78722,Multi-Family,2780700
201709,78705,Multi-Family,42691700
201312,78744,Multi-Family,24139500
201801,78717,Multi-Family,14113900
201705,78757,Multi-Family,13411000
201606,78751,Multi-Family,13035500
201603,78729,Irrigation - Multi-Family,1855000
201203,78652,Irrigation - Residential,19700
201802,78749,Multi-Family,14062400
201201,78745,Multi-Family,33699900
201606,78717,Irrigation - Multi-Family,5397400
201510,78722,Irrigation - Residential,2900
201207,78745,Multi-Family,35101300
201603,78757,Irrigation - Multi-Family,228600
201601,78731,Multi-Family,17587800
201604,78731,Residential,52557200
201503,78759,Residential,47116000
201503,78729,Irrigation - Multi-Family,1078000
201201,78758,Irrigation - Residential,0
201209,78754,Irrigation - Multi-Family,3257100
201201,78705,Residential,8330700
201504,78727,Multi-Family,19052000
201208,78703,Irrigation - Residential,2162000
201612,78748,Irrigation - Residential,30200
201211,78730,Multi-Family,4958000
201609,78735,Irrigation - Multi-Family,4744700
201609,78717,Irrigation - Residential,29000
201308,78717,Irrigation - Multi-Family,7347200
201305,78703,Irrigation - Multi-Family,461700
201312,78746,Multi-Family,11540100
201207,78738,Residential,8300
201410,78747,Residential,23317300
201510,78701,Residential,1377100
201807,78742,Multi-Family,273800
201610,78736,Multi-Family,3051800
201409,78660,Irrigation - Multi-Family,1484000
201203,78721,Residential,14854000
201205,78613,Irrigation - Multi-Family,58000
201806,78617,Irrigation - Multi-Family,9700
201410,78758,Residential,39720200
201508,78746,Irrigation - Residential,977600
201803,78725,Irrigation - Residential,0
201303,78749,Residential,59558400
201610,78751,Irrigation - Residential,117500
201312,78730,Irrigation - Residential,48200
201210,78704,Residential,49172100
201504,78752,Residential,11352400
201304,78617,Multi-Family,2846400
201404,78736,Irrigation - Residential,6600
201308,78702,Irrigation - Residential,24000
201204,78736,Multi-Family,2132600
201205,78652,Multi-Family,19400
201510,78719,Multi-Family,561200
201610,78613,Irrigation - Multi-Family,1591400
201805,78756,Irrigation - Multi-Family,284100
201604,78729,Multi-Family,21434400
201710,78745,Irrigation - Multi-Family,3925900
201412,78717,Multi-Family,9632900
201407,78727,Multi-Family,20771000
201210,78704,Irrigation - Multi-Family,2546100
201505,78746,Irrigation - Residential,283400
201205,78703,Irrigation - Residential,1701700
201608,78703,Irrigation - Residential,2118800
201305,78746,Irrigation - Residential,449800
201209,78756,Irrigation - Residential,106500
201407,78702,Irrigation - Residential,20900
201410,78652,Multi-Family,35000
201205,78753,Irrigation - Multi-Family,3554400
201302,78724,Irrigation - Residential,7900
201507,78745,Irrigation - Residential,84400
201301,78731,Multi-Family,19645900
201512,78728,Irrigation - Residential,2600
201804,78751,Irrigation - Multi-Family,464600
201208,78729,Irrigation - Residential,15000
201707,78748,Multi-Family,25197800
201806,78735,Multi-Family,13073400
201308,78731,Multi-Family,19461800
201411,78757,Residential,33716600
201501,78737,Irrigation - Residential,6700
201601,78747,Multi-Family,7560500
201608,78724,Multi-Family,12788900
201210,78726,Irrigation - Residential,2800
201706,78729,Residential,24700200
201210,78758,Irrigation - Residential,32600
201711,78727,Multi-Family,22202000
201707,78759,Multi-Family,41296500
201504,78704,Irrigation - Residential,106900
201307,78725,Residential,3239200
201602,78721,Irrigation - Residential,4100
201502,78726,Irrigation - Residential,2400
201504,78747,Multi-Family,6438400
201511,78729,Residential,23619300
201612,78729,Irrigation - Multi-Family,2520000
201604,78744,Irrigation - Multi-Family,2259200
201601,78754,Irrigation - Residential,21300
201201,78750,Residential,44194700
201606,78705,Multi-Family,33341000
201302,78705,Irrigation - Residential,55800
201601,78741,Irrigation - Multi-Family,1349800
201509,78724,Residential,23004600
201301,78721,Irrigation - Multi-Family,0
201604,78736,Irrigation - Residential,19100
201612,78736,Irrigation - Multi-Family,329000
201509,78736,Irrigation - Residential,26900
201404,78731,Irrigation - Residential,353600
201403,78652,Residential,603600
201212,78726,Irrigation - Multi-Family,3943200
201809,78758,Irrigation - Residential,52600
201401,78729,Multi-Family,21916100
201405,78704,Residential,48867200
201202,78756,Multi-Family,5467000
201508,78723,Multi-Family,23028800
201302,78742,Multi-Family,340600
201312,78744,Irrigation - Multi-Family,1018500
201205,78744,Residential,56080500
201606,78719,Multi-Family,419900
201509,78727,Multi-Family,22174700
201206,78729,Multi-Family,26584700
201609,78721,Irrigation - Multi-Family,170700
201802,78705,Residential,8115000
201405,78705,Irrigation - Residential,100200
201501,78750,Irrigation - Multi-Family,699000
201801,78729,Irrigation - Residential,4000
201407,78727,Residential,47427000
201506,78747,Multi-Family,7037500
201707,78719,Residential,1709400
201505,78748,Irrigation - Residential,22500
201505,78751,Residential,13701000
201403,78746,Irrigation - Multi-Family,180100
201512,78738,Residential,5600
201702,78741,Irrigation - Residential,20300
201512,78757,Irrigation - Residential,1600
201401,78751,Residential,15581700
201204,78759,Multi-Family,35997000
201211,78736,Multi-Family,2165600
201204,78739,Irrigation - Residential,0
201506,78730,Irrigation - Residential,46600
201210,78724,Multi-Family,13036500
201604,78750,Residential,42132500
201508,78746,Multi-Family,15294100
201605,78758,Multi-Family,46857500
201401,78736,Multi-Family,2269400
201204,78731,Irrigation - Multi-Family,485000
201612,78759,Irrigation - Residential,24800
201508,78702,Multi-Family,11039200
201506,78721,Irrigation - Multi-Family,53800
201610,78741,Irrigation - Multi-Family,3256600
201504,78749,Irrigation - Residential,29300
201207,78735,Residential,42311200
201505,78724,Irrigation - Residential,16200
201207,78748,Irrigation - Multi-Family,8030500
201402,78730,Irrigation - Multi-Family,121300
201512,78756,Irrigation - Residential,26000
201406,78745,Residential,75703100
201507,78746,Multi-Family,11704900
201508,78729,Multi-Family,23394700
201211,78756,Irrigation - Residential,65900
201503,78730,Irrigation - Residential,65200
201309,78712,Residential,0
201507,78704,Irrigation - Residential,233700
201203,78721,Irrigation - Residential,300
201608,78736,Irrigation - Residential,30100
201506,78722,Irrigation - Multi-Family,185100
201608,78727,Irrigation - Residential,25600
201211,78737,Irrigation - Residential,4200
201505,78741,Multi-Family,72557200
201702,78652,Multi-Family,50800
201210,78617,Residential,19400600
201804,78617,Irrigation - Multi-Family,6700
201404,78749,Irrigation - Residential,2600
201607,78753,Irrigation - Residential,6500
201304,78717,Residential,32248200
201209,78722,Irrigation - Multi-Family,129400
201604,78701,Residential,886000
201806,78701,Residential,1269000
201501,78731,Irrigation - Multi-Family,649400
201702,78729,Irrigation - Multi-Family,1460900
201505,78728,Irrigation - Residential,2400
201409,78660,Multi-Family,4055600
201506,78741,Multi-Family,72791700
201809,78746,Irrigation - Multi-Family,1776500
201501,78660,Multi-Family,4708100
201805,78748,Irrigation - Multi-Family,6043900
201601,78731,Irrigation - Residential,136900
201406,78744,Residential,49359800
201605,78746,Irrigation - Residential,233600
201407,78723,Multi-Family,21770500
201704,78729,Irrigation - Multi-Family,2659100
201212,78724,Irrigation - Residential,9500
201506,78724,Multi-Family,12986800
201308,78726,Irrigation - Multi-Family,8023400
201702,78749,Multi-Family,14656700
201703,78751,Irrigation - Multi-Family,445400
201203,78748,Residential,58700000
201805,78752,Irrigation - Residential,900
201208,78704,Multi-Family,52928100
201612,78722,Multi-Family,3318700
201504,78617,Multi-Family,3382000
201512,78703,Irrigation - Residential,388500
201509,78744,Irrigation - Residential,23800
201310,78702,Irrigation - Residential,21000
201405,78736,Multi-Family,2043500
201703,78652,Irrigation - Residential,9000
201208,78736,Irrigation - Multi-Family,1479500
201407,78751,Multi-Family,11475500
201412,78653,Multi-Family,103700
201503,78617,Residential,18237900
201510,78726,Irrigation - Residential,99000
201601,78727,Irrigation - Multi-Family,1288300
201702,78701,Irrigation - Residential,32600
201310,78746,Irrigation - Multi-Family,681600
201306,78729,Irrigation - Residential,23500
201304,78758,Irrigation - Residential,11000
201401,78741,Irrigation - Residential,4400
201301,78717,Irrigation - Residential,19100
201411,78652,Irrigation - Residential,81200
201304,78702,Multi-Family,9411900
201504,78748,Irrigation - Residential,16700
201710,78724,Residential,18741500
201305,78726,Irrigation - Multi-Family,5616400
201712,78617,Irrigation - Multi-Family,6700
201507,78727,Multi-Family,22073800
201412,78749,Irrigation - Residential,44200
201608,78721,Irrigation - Multi-Family,329000
201605,78747,Irrigation - Residential,7800
201401,78759,Irrigation - Residential,60300
201803,78730,Multi-Family,3634700
201211,78702,Irrigation - Residential,21700
201410,78754,Irrigation - Residential,27900
201508,78753,Irrigation - Residential,13800
201803,78759,Irrigation - Residential,56000
201512,78705,Irrigation - Multi-Family,400800
201505,78660,Irrigation - Residential,10600
201709,78742,Multi-Family,236700
201508,78719,Residential,2030200
201501,78705,Irrigation - Multi-Family,462000
201404,78748,Irrigation - Residential,20500
201306,78703,Irrigation - Residential,1314600
201309,78732,Residential,12100
201511,78722,Irrigation - Multi-Family,198200
201601,78738,Residential,22900
201411,78731,Irrigation - Multi-Family,759900
201802,78652,Multi-Family,166800
201511,78730,Irrigation - Residential,172900
201706,78752,Multi-Family,17002500
201801,78721,Irrigation - Residential,7500
